term,word,score,
뜨거워지다,adjective,0.0835 ,
뜨겁다,adjective,0.1451 ,
뜨끔거리다,adjective,0.0363 ,
뜨다,adjective,0.3057 ,
뜨리다,adjective,-0.0411 ,
뜨이다,adjective,0.1077 ,
뜬금없다,adjective,-0.0289 ,
뜯기다,adjective,-0.0526 ,
뜯다,adjective,-0.0387 ,
뜯어고치다,adjective,-0.0147 ,
뜯어내다,adjective,0.0399 ,
뜯어말리다,adjective,-0.0116 ,
뜯어먹다,adjective,-0.0453 ,
뜯어보다,adjective,0.0763 ,
뜸들이다,adjective,-0.0737 ,
뜸하다,adjective,0.0169 ,
뜻깊다,adjective,0.0188 ,
뜻있다,adjective,-0.0221 ,
뜻하다,adjective,-0.0263 ,
띄다,adjective,-0.1799 ,
띄어쓰다,adjective,-0.0642 ,
띄우다,adjective,-0.0184 ,
띄이다,adjective,-0.0642 ,
띠다,adjective,-0.0437 ,
띠우다,adjective,0.0484 ,
띵하다,adjective,-0.0147 ,
라다,adjective,-0.0189 ,
라비다,adjective,0.0605 ,
라시다,adjective,0.0363 ,
란다,adjective,0.0605 ,
람다,adjective,-0.0421 ,
레다,adjective,0.0726 ,
론다,adjective,-0.0263 ,
루신다,adjective,0.0182 ,
르완다,adjective,-0.0189 ,
린다,adjective,-0.0253 ,
마그다,adjective,0.0157 ,
마나다,adjective,-0.0305 ,
마다,adjective,-0.0377 ,
마디다,adjective,-0.0379 ,
마뜩다,adjective,0.0726 ,
마뜩찮다,adjective,-0.0116 ,
마렵다,adjective,0.0823 ,
마르다,adjective,-0.1197 ,
마무리다,adjective,-0.0737 ,
마무리짓다,adjective,-0.0189 ,
마스다,adjective,-0.0399 ,
마시다,adjective,-0.2725 ,
마쓰다,adjective,0.1089 ,
마에다,adjective,0.0363 ,
마음놓다,adjective,-0.0221 ,
마음먹다,adjective,-0.0485 ,
마음잡다,adjective,-0.0421 ,
마주보다,adjective,0.0847 ,
마주치다,adjective,0.0714 ,
마주하다,adjective,0.0294 ,
마지못하다,adjective,-0.0526 ,
마추다,adjective,-0.0189 ,
마츠다,adjective,-0.0421 ,
마치다,adjective,0.1379 ,
마침맞다,adjective,0.0363 ,
마틸다,adjective,0.1174 ,
막가다,adjective,-0.0421 ,
막다르다,adjective,0.1029 ,
막돼먹다,adjective,-0.0147 ,
막아내다,adjective,0.0363 ,
막아서다,adjective,0.0303 ,
막히다,adjective,-0.1231 ,
만나다,adjective,0.2961 ,
만다,adjective,-0.0975 ,
만든다,adjective,0.1940 ,
만들다,adjective,0.4810 ,
만만찮다,adjective,-0.0189 ,
만지다,adjective,0.0931 ,
만지작거리다,adjective,0.0399 ,
많고많다,adjective,-0.0421 ,
많다,adjective,0.6505 ,
말갛다,adjective,-0.0147 ,
말다,adjective,-0.1615 ,
말라붙다,adjective,0.0847 ,
말라비틀어지다,adjective,0.0726 ,
말라빠지다,adjective,0.0242 ,
말라죽다,adjective,0.1089 ,
말려들다,adjective,0.0327 ,
말리다,adjective,0.0580 ,
말미암다,adjective,0.0896 ,
말썽피우다,adjective,0.0363 ,
말아먹다,adjective,-0.0379 ,
맑다,adjective,0.1856 ,
맑히다,adjective,0.0242 ,
맘놓다,adjective,-0.0147 ,
맘먹다,adjective,-0.0526 ,
맛깔지다,adjective,0.0484 ,
맛나다,adjective,0.0467 ,
맛보다,adjective,0.1248 ,
맛없다,adjective,-0.0979 ,
맛있다,adjective,0.3329 ,
망가뜨리다,adjective,0.0157 ,
망가지다,adjective,-0.0411 ,
망설이다,adjective,-0.1005 ,
망치다,adjective,-0.0568 ,
망하다,adjective,-0.0647 ,
맞기다,adjective,-0.0221 ,
맞다,adjective,-0.1409 ,
맞닥뜨리다,adjective,-0.0218 ,
맞닿다,adjective,0.0177 ,
맞대다,adjective,0.0145 ,
맞들다,adjective,0.0363 ,
맞딱드리다,adjective,-0.0737 ,
맞딱뜨리다,adjective,0.0133 ,
맞먹다,adjective,-0.0642 ,
맞물다,adjective,0.0847 ,
맞물리다,adjective,0.0337 ,
맞바꾸다,adjective,0.0436 ,
맞받다,adjective,-0.0421 ,
맞받아치다,adjective,-0.0147 ,
맞보다,adjective,-0.0189 ,
맞부딪치다,adjective,0.0121 ,
맞부딪히다,adjective,-0.0189 ,
맞붙다,adjective,0.0206 ,
맞서다,adjective,0.1069 ,
맞아들이다,adjective,-0.0305 ,
맞아떨어지다,adjective,0.0133 ,
맞이하다,adjective,0.0569 ,
맞잡다,adjective,-0.0411 ,
맞장구치다,adjective,-0.0305 ,
맞추다,adjective,-0.4769 ,
맞춤하다,adjective,0.0847 ,
맞치다,adjective,0.0484 ,
맞히다,adjective,0.0140 ,
맡기다,adjective,-0.1001 ,
맡다,adjective,0.1133 ,
맡아보다,adjective,-0.0379 ,
매기다,adjective,-0.0332 ,
매끄럽다,adjective,-0.1058 ,
매다,adjective,0.2416 ,
매달다,adjective,0.1089 ,
매달리다,adjective,0.0652 ,
매듭다,adjective,-0.0221 ,
매듭짓다,adjective,0.0278 ,
매마르다,adjective,-0.0147 ,
매만지다,adjective,-0.0305 ,
매맞다,adjective,0.0121 ,
매몰차다,adjective,0.0327 ,
매섭다,adjective,0.1077 ,
매우다,adjective,-0.0221 ,
매이다,adjective,0.0920 ,
매주다,adjective,0.0363 ,
맥빠지다,adjective,-0.0789 ,
맨들다,adjective,0.0133 ,
맴돌다,adjective,-0.0444 ,
맵다,adjective,0.0192 ,
맹글다,adjective,-0.0737 ,
맹하다,adjective,-0.0737 ,
맺다,adjective,-0.1660 ,
맺히다,adjective,0.0144 ,
머금다,adjective,0.0189 ,
머나멀다,adjective,0.0190 ,
머무르다,adjective,-0.0764 ,
머물다,adjective,-0.0998 ,
머뭇거리다,adjective,-0.0120 ,
머뭇대다,adjective,0.0484 ,
머지않다,adjective,0.0125 ,
먹다,adjective,0.2289 ,
먹먹하다,adjective,0.1041 ,
먹이다,adjective,0.0903 ,
먹혀들다,adjective,-0.0189 ,
먹히다,adjective,-0.0260 ,
멀겋다,adjective,0.0242 ,
멀다,adjective,0.5400 ,
멈추다,adjective,0.2581 ,
멈칫거리다,adjective,-0.0737 ,
멈칫하다,adjective,-0.0221 ,
멋들다,adjective,-0.0737 ,
멋들어지다,adjective,0.0763 ,
멋모르다,adjective,-0.0453 ,
멋없다,adjective,-0.0737 ,
멋있다,adjective,0.0575 ,
멋적다,adjective,0.0484 ,
멋지다,adjective,0.8305 ,
멋쩍다,adjective,-0.0263 ,
멍들다,adjective,-0.0221 ,
멍하다,adjective,-0.0832 ,
멎다,adjective,0.0484 ,
메기다,adjective,-0.0116 ,
메꾸다,adjective,-0.0758 ,
메다,adjective,-0.1065 ,
메달다,adjective,-0.0189 ,
메달리다,adjective,0.0605 ,
메리다,adjective,-0.0737 ,
메마르다,adjective,-0.0244 ,
메스껍다,adjective,-0.0116 ,
메아리치다,adjective,0.0157 ,
메우다,adjective,-0.0218 ,
메이다,adjective,-0.0531 ,
멕이다,adjective,-0.0147 ,
멜린다,adjective,0.0847 ,
면하다,adjective,-0.0674 ,
면허다,adjective,-0.0421 ,
명하다,adjective,-0.0337 ,
모나다,adjective,-0.1021 ,
모내다,adjective,-0.0737 ,
모다,adjective,-0.0421 ,
모두다,adjective,-0.0109 ,
모르다,adjective,-0.3626 ,
모른다,adjective,-0.0484 ,
모리다,adjective,-0.0116 ,
모셔오다,adjective,-0.0189 ,
모시다,adjective,0.0514 ,
모아들이다,adjective,-0.0421 ,
모양내다,adjective,-0.0116 ,
모여들다,adjective,0.0159 ,
모으다,adjective,-0.4765 ,
모이다,adjective,0.2906 ,
모자라다,adjective,-0.0715 ,
모자르다,adjective,-0.0789 ,
모잘르다,adjective,0.1089 ,
모지라다,adjective,-0.0421 ,
모질다,adjective,-0.0139 ,
목놓다,adjective,0.0182 ,
목마르다,adjective,-0.0196 ,
목매다,adjective,-0.0379 ,
목매달다,adjective,-0.0147 ,
목메다,adjective,0.0121 ,
목메이다,adjective,-0.0421 ,
목숨걸다,adjective,0.0472 ,
목적다,adjective,-0.0305 ,
몰고가다,adjective,0.0121 ,
몰다,adjective,-0.1152 ,
몰라보다,adjective,0.0424 ,
몰라주다,adjective,0.0666 ,
몰려가다,adjective,0.0242 ,
몰려나오다,adjective,0.0242 ,
몰려다니다,adjective,-0.0263 ,
몰려들다,adjective,-0.0109 ,
몰려오다,adjective,0.0211 ,
몰리다,adjective,0.0558 ,
몰아가다,adjective,-0.0177 ,
몰아내다,adjective,-0.0132 ,
몰아넣다,adjective,-0.0173 ,
몰아닥치다,adjective,0.0968 ,
몰아대다,adjective,-0.0421 ,
몰아부치다,adjective,-0.0147 ,
몰아붙이다,adjective,-0.0484 ,
몰아세우다,adjective,-0.0453 ,
몰아쉬다,adjective,0.0157 ,
몰아오다,adjective,0.0363 ,
몰아주다,adjective,-0.0116 ,
몰아치다,adjective,0.0178 ,
몸담다,adjective,-0.0139 ,
몸두다,adjective,0.0605 ,
몸바치다,adjective,-0.0421 ,
몸부림치다,adjective,-0.0905 ,
몸서리치다,adjective,0.0339 ,
몸져눕다,adjective,0.0484 ,
못나다,adjective,0.0289 ,
못다,adjective,-0.0411 ,
못다하다,adjective,-0.0411 ,
못돼먹다,adjective,-0.0147 ,
못되다,adjective,0.0415 ,
못미덥다,adjective,-0.0421 ,
못박히다,adjective,-0.0421 ,
못살다,adjective,-0.0789 ,
못생기다,adjective,0.0219 ,
못쓰다,adjective,-0.0484 ,
못잖다,adjective,0.0968 ,
못지않다,adjective,0.0315 ,
못추다,adjective,-0.0737 ,
못하다,adjective,0.0433 ,
몽글다,adjective,-0.0379 ,
뫄다,adjective,0.0242 ,
뫼시다,adjective,-0.0737 ,
묘하다,adjective,-0.1156 ,
무겁다,adjective,-0.2059 ,
무너뜨리다,adjective,0.0249 ,
무너지다,adjective,0.1353 ,
무느다,adjective,0.0472 ,
무덥다,adjective,0.0177 ,
무디다,adjective,-0.0155 ,
무르다,adjective,0.0178 ,
무르익다,adjective,-0.0716 ,
무릅쓰다,adjective,0.0148 ,
무리지다,adjective,-0.0263 ,
무서워하다,adjective,0.0424 ,
무섭다,adjective,0.5206 ,
무지하다,adjective,-0.0162 ,
무찌르다,adjective,0.1029 ,
무치다,adjective,0.0545 ,
무코다,adjective,0.0363 ,
무턱대다,adjective,-0.0169 ,
묵다,adjective,0.0281 ,
묵이다,adjective,0.0242 ,
묵히다,adjective,-0.0863 ,
묶다,adjective,-0.1159 ,
묶이다,adjective,-0.0368 ,
묶히다,adjective,0.0363 ,
문대다,adjective,0.0702 ,
문드러지다,adjective,-0.0189 ,
문지르다,adjective,0.0956 ,
묻다,adjective,0.8038 ,
묻어나다,adjective,-0.0516 ,
묻어두다,adjective,0.0775 ,
묻히다,adjective,0.0510 ,
물결치다,adjective,0.0145 ,
물구나무서다,adjective,0.0605 ,
물다,adjective,0.0592 ,
물들다,adjective,-0.0294 ,
물들이다,adjective,0.0872 ,
물러가다,adjective,0.0448 ,
물러나다,adjective,0.0234 ,
물러서다,adjective,0.0185 ,
물러지다,adjective,0.0484 ,
물려받다,adjective,0.0271 ,
물려주다,adjective,0.0335 ,
물리다,adjective,0.0409 ,
물리치다,adjective,0.0462 ,
물먹다,adjective,0.0968 ,
물밀다,adjective,0.0315 ,
물새다,adjective,0.0363 ,
물어내다,adjective,-0.0421 ,
물어뜯기다,adjective,-0.0421 ,
물어뜯다,adjective,0.0642 ,
물어보다,adjective,0.0498 ,
묽다,adjective,-0.0189 ,
뭇다,adjective,-0.0421 ,
뭉개다,adjective,-0.0674 ,
뭉개지다,adjective,-0.0379 ,
뭉게다,adjective,-0.0600 ,
뭉그러지다,adjective,-0.0737 ,
뭉뚱그리다,adjective,-0.0526 ,
뭉치다,adjective,0.0468 ,
뭉클거리다,adjective,0.0242 ,
뭍히다,adjective,-0.0737 ,
뭐하다,adjective,-0.0147 ,
미끄러지다,adjective,0.1053 ,
미끄럽다,adjective,0.0315 ,
미끈거리다,adjective,0.0242 ,
미끌다,adjective,0.0242 ,
미덥다,adjective,0.0412 ,
미란다,adjective,-0.0526 ,
미루다,adjective,-0.1182 ,
미수다,adjective,0.0242 ,
미심쩍다,adjective,0.0460 ,
미쓰다,adjective,0.0145 ,
미어지다,adjective,0.0315 ,
미어터지다,adjective,-0.0421 ,
미워지다,adjective,0.0242 ,
미워하다,adjective,0.0477 ,
미이다,adjective,0.0218 ,
미적거리다,adjective,-0.0147 ,
미치다,adjective,-0.4397 ,
민다,adjective,0.0363 ,
민하다,adjective,0.0726 ,
믿기다,adjective,0.0226 ,
믿다,adjective,-0.7751 ,
밀다,adjective,0.1534 ,
밀려가다,adjective,0.0157 ,
밀려나다,adjective,0.0149 ,
밀려들다,adjective,-0.0863 ,
밀려오다,adjective,0.0379 ,
밀리다,adjective,-0.0489 ,
밀어내다,adjective,-0.0136 ,
밀어닥치다,adjective,0.0133 ,
밀어두다,adjective,0.0847 ,
밀어부치다,adjective,-0.0263 ,
밀어붙이다,adjective,-0.0105 ,
밀어주다,adjective,0.0291 ,
밀쳐놓다,adjective,0.0363 ,
밀치다,adjective,0.0629 ,
밉다,adjective,0.0786 ,
밉보이다,adjective,-0.0116 ,
밉살맞다,adjective,0.0242 ,
및다,adjective,0.0363 ,
밑돌다,adjective,-0.0421 ,
밑지다,adjective,0.0182 ,
바글거리다,adjective,0.0484 ,
바꾸다,adjective,0.7471 ,
바뀌다,adjective,0.4663 ,
바끼다,adjective,-0.0263 ,
바다,adjective,0.4721 ,
바닥나다,adjective,-0.0305 ,
바둥거리다,adjective,-0.0116 ,
바둥대다,adjective,0.0242 ,
바라다,adjective,-0.7186 ,
바라다보다,adjective,-0.0737 ,
바라보다,adjective,0.7873 ,
바라보이다,adjective,-0.0421 ,
바라지다,adjective,-0.0189 ,
바람나다,adjective,-0.0189 ,
바람피우다,adjective,-0.0737 ,
바래다,adjective,0.0627 ,
바래다주다,adjective,0.0726 ,
바로잡다,adjective,0.0374 ,
바로잡히다,adjective,0.0726 ,
바르다,adjective,0.2658 ,
바리다,adjective,0.0847 ,
바뿌다,adjective,-0.0421 ,
바쁘다,adjective,0.3191 ,
바삭거리다,adjective,-0.0421 ,
바스라지다,adjective,-0.0421 ,
바스락거리다,adjective,0.0145 ,
바스러지다,adjective,0.0847 ,
바이다,adjective,-0.0221 ,
바지다,adjective,0.0194 ,
바치다,adjective,-0.0674 ,
바트다,adjective,-0.0147 ,
박다,adjective,0.2322 ,
박살나다,adjective,0.0968 ,
박살내다,adjective,-0.0147 ,
박이다,adjective,0.0278 ,
박차다,adjective,0.0944 ,
박하다,adjective,-0.0411 ,
박히다,adjective,0.0743 ,
반가워하다,adjective,0.1089 ,
반감다,adjective,-0.0221 ,
반갑다,adjective,0.2574 ,
반기다,adjective,-0.0241 ,
반다,adjective,0.0617 ,
반들거리다,adjective,0.0242 ,
반짝거리다,adjective,0.1005 ,
반짝반짝거리다,adjective,0.0242 ,
반짝이다,adjective,0.0567 ,
반하다,adjective,0.0853 ,
받다,adjective,0.4031 ,
받들다,adjective,-0.0600 ,
받아넘기다,adjective,0.0242 ,
받아들다,adjective,-0.0136 ,
받아들이다,adjective,-0.4615 ,
받아쓰다,adjective,0.0165 ,
받아적다,adjective,0.0182 ,
받아치다,adjective,-0.0305 ,
받으다,adjective,-0.0421 ,
받치다,adjective,0.0159 ,
받히다,adjective,0.0847 ,
발가벗기다,adjective,0.0157 ,
발가벗다,adjective,0.0182 ,
발갛다,adjective,0.0617 ,
발기다,adjective,0.0254 ,
발끈하다,adjective,-0.0189 ,
발달다,adjective,0.0363 ,
발라내다,adjective,-0.0116 ,
발리다,adjective,-0.0305 ,
발리우다,adjective,-0.0421 ,
발맞추다,adjective,0.0872 ,
발붙이다,adjective,0.0121 ,
발하다,adjective,0.0133 ,
밝다,adjective,0.2628 ,
밝아지다,adjective,0.0932 ,
밝혀내다,adjective,0.0397 ,
밝혀주다,adjective,-0.0421 ,
밝히다,adjective,-0.3392 ,
밟히다,adjective,-0.0113 ,
밤새다,adjective,0.0690 ,
밤새우다,adjective,0.0351 ,
방정맞다,adjective,0.0242 ,
밭다,adjective,0.0182 ,
배고프다,adjective,-0.0327 ,
배곯다,adjective,-0.0116 ,
배기다,adjective,0.0521 ,
배끼다,adjective,-0.0221 ,
배다,adjective,-0.0368 ,
배다르다,adjective,0.0363 ,
배리다,adjective,0.0182 ,
배부르다,adjective,-0.0155 ,
배불리다,adjective,-0.0116 ,
배어나다,adjective,0.0218 ,
배어들다,adjective,-0.0737 ,
배우다,adjective,0.2077 ,
배워가다,adjective,0.1017 ,
배이다,adjective,0.0472 ,
배째다,adjective,-0.0421 ,
뱉다,adjective,-0.0342 ,
뱉어내다,adjective,-0.0305 ,
버겁다,adjective,-0.0606 ,
버금가다,adjective,0.0932 ,
버둥거리다,adjective,0.0230 ,
버둥대다,adjective,-0.0421 ,
버려두다,adjective,0.0472 ,
버릇없다,adjective,0.0521 ,
버리다,adjective,-0.7751 ,
버무리다,adjective,-0.0308 ,
버물다,adjective,-0.0189 ,
버물리다,adjective,0.0363 ,
버뮤다,adjective,0.0726 ,
버벅거리다,adjective,-0.0147 ,
버티다,adjective,0.1188 ,
버팅기다,adjective,0.0363 ,
벅차다,adjective,-0.0377 ,
벅차오르다,adjective,0.0472 ,
번갈다,adjective,0.0305 ,
번개치다,adjective,0.0605 ,
번거롭다,adjective,0.0629 ,
번득이다,adjective,-0.0221 ,
번들거리다,adjective,-0.0421 ,
번뜩이다,adjective,-0.1021 ,
번지다,adjective,0.0328 ,
번쩍거리다,adjective,0.0133 ,
번쩍이다,adjective,0.0412 ,
번하다,adjective,-0.0737 ,
벋다,adjective,-0.0116 ,
벌거벗기다,adjective,-0.0116 ,
벌거벗다,adjective,-0.0716 ,
벌겋다,adjective,0.0218 ,
벌다,adjective,0.1181 ,
벌렁거리다,adjective,-0.0116 ,
벌름거리다,adjective,-0.0421 ,
벌리다,adjective,0.0332 ,
벌어다,adjective,-0.0189 ,
벌어들이다,adjective,-0.0151 ,
벌어먹다,adjective,-0.0147 ,
벌어지다,adjective,0.3340 ,
벌이다,adjective,0.1197 ,
벌주다,adjective,-0.0263 ,
범다,adjective,0.0605 ,
범하다,adjective,-0.0354 ,
법석이다,adjective,-0.0737 ,
벗겨지다,adjective,-0.0979 ,
벗기다,adjective,0.0335 ,
벗다,adjective,0.0786 ,
벗삼다,adjective,0.0472 ,
벗어나다,adjective,-0.3979 ,
벗어던지다,adjective,-0.0221 ,
벗어지다,adjective,0.0484 ,
베끼다,adjective,0.0276 ,
베다,adjective,0.1079 ,
베란다,adjective,0.0190 ,
베리다,adjective,0.0751 ,
베어내다,adjective,-0.0116 ,
베어먹다,adjective,0.0847 ,
베이다,adjective,-0.0188 ,
베풀다,adjective,-0.0546 ,
베프다,adjective,0.0460 ,
벨린다,adjective,-0.0337 ,
벼루다,adjective,-0.0421 ,
벼르다,adjective,0.0581 ,
벼리다,adjective,-0.0305 ,
변변찮다,adjective,0.0145 ,
변하다,adjective,0.5168 ,
변함없다,adjective,-0.0113 ,
별나다,adjective,-0.0124 ,
별다르다,adjective,-0.0561 ,
별스럽다,adjective,-0.0737 ,
별하다,adjective,-0.0526 ,
병나다,adjective,0.0363 ,
병들다,adjective,0.0374 ,
보내다,adjective,0.1018 ,
보내오다,adjective,0.1174 ,
보드랍다,adjective,0.0436 ,
보듬다,adjective,0.0483 ,
보람차다,adjective,-0.0263 ,
보살피다,adjective,0.0435 ,
보아주다,adjective,-0.0642 ,
보이다,adjective,0.3894 ,
보일다,adjective,-0.0221 ,
보잘것없다,adjective,-0.0758 ,
보채다,adjective,0.0533 ,
보태다,adjective,-0.0308 ,
보하다,adjective,0.0605 ,
복닥거리다,adjective,-0.0737 ,
복되다,adjective,0.0182 ,
복받치다,adjective,-0.0189 ,
복작거리다,adjective,0.0605 ,
복작대다,adjective,0.0242 ,
볶다,adjective,0.0199 ,
볶이다,adjective,-0.0737 ,
본따다,adjective,-0.0421 ,
본뜨다,adjective,0.0496 ,
본받다,adjective,0.0277 ,
볼라치다,adjective,0.0484 ,
볼메다,adjective,0.0157 ,
볼썽사납다,adjective,-0.0737 ,
볼품없다,adjective,-0.0600 ,
봉하다,adjective,0.0157 ,
봐서다,adjective,-0.0737 ,
봐주다,adjective,-0.0737 ,
뵈다,adjective,0.0775 ,
뵙다,adjective,0.0185 ,
부글거리다,adjective,0.0847 ,
부끄러워지다,adjective,0.0436 ,
부끄러워하다,adjective,0.0484 ,
부끄럽다,adjective,0.1746 ,
부다,adjective,0.0242 ,
부닥치다,adjective,-0.0337 ,
부대끼다,adjective,0.1053 ,
부도나다,adjective,-0.0737 ,
부둥켜안다,adjective,-0.0263 ,
부둥키다,adjective,-0.0189 ,
부드럽다,adjective,0.1236 ,
부등키다,adjective,0.0363 ,
부딛치다,adjective,-0.0737 ,
부딛히다,adjective,-0.0147 ,
부딪다,adjective,0.0157 ,
부딪치다,adjective,0.0439 ,
부딪히다,adjective,-0.0704 ,
부라리다,adjective,-0.0421 ,
부러뜨리다,adjective,-0.0337 ,
부러워하다,adjective,0.0145 ,
부러지다,adjective,-0.0211 ,
부럽다,adjective,0.2744 ,
부르다,adjective,0.6937 ,
부르짓다,adjective,-0.0116 ,
부르짖다,adjective,-0.0139 ,
부르트다,adjective,0.1089 ,
부릅다,adjective,0.0484 ,
부릅뜨다,adjective,0.0315 ,
부리다,adjective,0.1465 ,
부비다,adjective,0.0242 ,
부서뜨리다,adjective,-0.0421 ,
부서지다,adjective,0.0286 ,
부셔지다,adjective,0.0242 ,
부수다,adjective,0.0225 ,
부숴지다,adjective,0.0363 ,
부스러지다,adjective,0.0968 ,
부스럭거리다,adjective,0.0363 ,
부시다,adjective,0.1053 ,
부어오르다,adjective,0.0847 ,
부여다,adjective,0.0726 ,
부여안다,adjective,-0.0421 ,
부여잡다,adjective,-0.0979 ,
부옇다,adjective,-0.0169 ,
부이다,adjective,-0.0263 ,
부자연스럽다,adjective,-0.0737 ,
부질없다,adjective,-0.0832 ,
부추기다,adjective,-0.0301 ,
부추키다,adjective,0.0363 ,
부축이다,adjective,-0.0421 ,
부치다,adjective,0.0212 ,
부탁드리다,adjective,-0.0600 ,
부풀다,adjective,-0.0244 ,
부풀리다,adjective,-0.0177 ,
부풀어오르다,adjective,-0.0421 ,
부하다,adjective,0.0605 ,
북돋다,adjective,-0.0136 ,
북돋우다,adjective,-0.0105 ,
북받치다,adjective,0.0145 ,
북적거리다,adjective,0.0315 ,
북적대다,adjective,0.0145 ,
북적이다,adjective,0.0387 ,
분다,adjective,-0.0189 ,
분별없다,adjective,-0.0147 ,
분지르다,adjective,0.0242 ,
분하다,adjective,0.0872 ,
붇다,adjective,0.0982 ,
붇돋다,adjective,0.0484 ,
불거지다,adjective,-0.0600 ,
불나다,adjective,0.0182 ,
불다,adjective,-0.0568 ,
불러내다,adjective,0.0339 ,
불러대다,adjective,0.1089 ,
불러들이다,adjective,0.0920 ,
불러오다,adjective,-0.0342 ,
불러일으키다,adjective,0.0828 ,
불리다,adjective,0.2500 ,
불리우다,adjective,0.0390 ,
불붙다,adjective,0.0157 ,
불붙이다,adjective,0.0242 ,
불사르다,adjective,-0.0453 ,
불어나다,adjective,-0.0151 ,
불어넣다,adjective,0.0346 ,
불어닥치다,adjective,0.0145 ,
불어오다,adjective,-0.0132 ,
불이다,adjective,-0.0421 ,
불지르다,adjective,-0.0421 ,
불타다,adjective,-0.0173 ,
불타오르다,adjective,0.0666 ,
불태우다,adjective,0.0207 ,
불티나다,adjective,0.0157 ,
붉다,adjective,0.0746 ,
붉어지다,adjective,-0.0484 ,
붉히다,adjective,-0.0568 ,
붐비다,adjective,0.0484 ,
붓다,adjective,0.0668 ,
붕붕거리다,adjective,0.0242 ,
붙다,adjective,-0.1686 ,
붙들다,adjective,0.0229 ,
붙들리다,adjective,0.0327 ,
붙들어매다,adjective,-0.0421 ,
붙박이다,adjective,0.0242 ,
붙어살다,adjective,0.0605 ,
붙여지다,adjective,-0.0832 ,
붙이다,adjective,-0.2597 ,
붙잡다,adjective,-0.0516 ,
붙잡히다,adjective,-0.0158 ,
붙히다,adjective,0.0823 ,
브렌다,adjective,-0.0147 ,
브리다,adjective,-0.0181 ,
블다,adjective,-0.0642 ,
비기다,adjective,-0.0189 ,
비껴가다,adjective,-0.0116 ,
비껴나다,adjective,-0.0421 ,
비꼬다,adjective,-0.0113 ,
비끼다,adjective,-0.0600 ,
비다,adjective,0.1931 ,
비대다,adjective,0.0145 ,
비뚤다,adjective,-0.0411 ,
비뚤어지다,adjective,-0.0716 ,
비리다,adjective,-0.0116 ,
비벼대다,adjective,0.0242 ,
비비꼬다,adjective,0.0242 ,
비비다,adjective,0.0146 ,
비싸다,adjective,-0.1686 ,
비아냥거리다,adjective,-0.0305 ,
비아냥대다,adjective,-0.0421 ,
비어지다,adjective,0.0847 ,
비오다,adjective,0.0326 ,
비온다,adjective,-0.0421 ,
비우다,adjective,0.0790 ,
비웃다,adjective,0.0254 ,
비이다,adjective,0.0145 ,
비좁다,adjective,-0.0453 ,
비지다,adjective,-0.0737 ,
비집다,adjective,0.0521 ,
비추다,adjective,0.1108 ,
비추이다,adjective,-0.0221 ,
비취다,adjective,0.0484 ,
비치다,adjective,-0.0587 ,
비켜나다,adjective,0.0726 ,
비켜서다,adjective,-0.0737 ,
비키다,adjective,0.0956 ,
비탈지다,adjective,0.0315 ,
비틀거리다,adjective,-0.0526 ,
비틀다,adjective,-0.0188 ,
비틀대다,adjective,0.0363 ,
비틀리다,adjective,-0.0484 ,
비틀어지다,adjective,-0.0263 ,
비하다,adjective,-0.5082 ,
빈둥거리다,adjective,-0.0568 ,
빈둥대다,adjective,-0.0147 ,
빈정거리다,adjective,-0.0305 ,
빈정대다,adjective,0.0847 ,
빈틈없다,adjective,0.0339 ,
빌다,adjective,0.1326 ,
빌리다,adjective,-0.2831 ,
빌미삼다,adjective,-0.0147 ,
빌붙다,adjective,-0.0189 ,
빌빌거리다,adjective,0.0242 ,
빌어먹다,adjective,-0.0716 ,
빗기다,adjective,-0.0305 ,
빗나가다,adjective,-0.0169 ,
빗다,adjective,0.0557 ,
빗대다,adjective,-0.0282 ,
빗맞다,adjective,-0.0421 ,
빗발치다,adjective,-0.0116 ,
빚내다,adjective,0.0968 ,
빚다,adjective,-0.0234 ,
빚어내다,adjective,0.0130 ,
빚어지다,adjective,-0.0905 ,
빚지다,adjective,0.0460 ,
빛나다,adjective,0.1473 ,
빛내다,adjective,0.0162 ,
빛다,adjective,-0.0189 ,
빛바래다,adjective,-0.0411 ,
빠다,adjective,-0.0421 ,
빠뜨리다,adjective,-0.0229 ,
빠르다,adjective,0.4435 ,
빠삭하다,adjective,0.0968 ,
빠알갛다,adjective,0.0968 ,
빠져나가다,adjective,-0.0211 ,
빠져나다,adjective,0.0605 ,
빠져나오다,adjective,0.0533 ,
빠져들다,adjective,0.1489 ,
빠지다,adjective,-0.0971 ,
빠트리다,adjective,-0.0789 ,
빡세다,adjective,-0.0411 ,
빡시다,adjective,-0.0147 ,
빤짝이다,adjective,-0.0221 ,
빤하다,adjective,-0.0937 ,
빨갛다,adjective,0.1943 ,
빨개지다,adjective,0.0140 ,
빨다,adjective,-0.0475 ,
빨려들다,adjective,0.0460 ,
빨리다,adjective,0.0309 ,
빨아들이다,adjective,-0.0117 ,
빨아먹다,adjective,0.0424 ,
빵빵거리다,adjective,0.0242 ,
빻다,adjective,-0.0305 ,
빼내다,adjective,0.1053 ,
빼놓다,adjective,0.0603 ,
빼다,adjective,-0.2567 ,
빼닮다,adjective,0.0278 ,
빼돌리다,adjective,-0.0305 ,
빼들다,adjective,0.0605 ,
빼뚤다,adjective,0.0242 ,
빼먹다,adjective,-0.0143 ,
